Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Région;Libellé Région;id_filiere;Consommation totale (MWh)
Energie et services de Seyssel;2018;Electricité;1618.0;20;0;0.0;55084.0;109;0;0.0;50828.0;279;0;0.0;206238.0;29456;0;0.0;557.0;19;0;0.0;84;Auvergne-Rhône-Alpes;100;314325.0
Energies et services Hombourg-Haut;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;13466.966;3520;0;0.95;1551.148;10;0;0.95;44;Grand Est;100;15018.114
Energies et Services Sarre-Union;2018;Electricité;100.87;11;0;0.95;14662.8;15;0;0.95;7632.92;363;0;0.95;5605.91;1428;0;0.95;0.0;0;1;0.0;44;Grand Est;100;28002.5
Energies Services Lavaur;2018;Electricité;905.0;70;0;0.0;8931.0;95;0;0.0;21614.0;456;0;0.0;33043.0;6137;0;0.0;6578.0;775;0;0.0;76;Occitanie;100;71071.0
Gazelec de Péronne;2018;Electricité;0.0;0;0;0.0;20403.0;88;0;0.0;0.0;0;0;0.0;16992.0;4701;0;0.0;7778.0;686;0;0.0;32;Hauts-de-France;100;45173.0
Primeo Réseau de Distribution;2018;Electricité;165.0;46;0;0.0;72936.0;48;0;0.0;34381.0;1894;0;0.0;66064.0;16523;0;0.0;3955.0;297;0;0.0;44;Grand Est;100;177501.0
Régie communale d'électricité de Gattieres;2018;Electricité;676.0;2;0;0.0;71.0;2;0;0.0;3545.0;15;0;0.0;14660.0;1966;0;0.0;1603.0;228;0;0.0;93;Provence-Alpes-Côte d'Azur;100;20555.0
Régie communale d'électricité de Montois-la-Montagne;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6639.535;1333;0;0.95;158.508;1;0;0.95;44;Grand Est;100;6798.043
Régie d’électricité de Montvalezan-La-Rosière;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;2952.0;7;0;0.0;7769.0;2072;0;0.0;12702.0;252;0;0.0;84;Auvergne-Rhône-Alpes;100;23423.0
Régie d'électricité de Sainte Marie de Cuines;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;2853.0;34;0;0.0;2365.0;423;0;0.0;96.0;12;0;0.0;84;Auvergne-Rhône-Alpes;100;5314.0
Régie d'électricité du Morel;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;5059.0;210;0;0.0;9796.0;1528;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;14855.0
Régie d'électricité du syndicat du sud de La Réole;2018;Electricité;206.0;27;0;0.0;0.0;0;0;0.0;1647.0;158;0;0.0;39603.0;5299;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;41456.0
Régie de Saint Paul Cap de Joux;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1163.0;281;0;0.0;575.0;55;0;0.0;76;Occitanie;100;1738.0
Régie électrique de Bozel;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;5059.0;210;0;0.0;9796.0;1528;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;14855.0
Régie électrique de Sainte-Foy-Tarentaise;2018;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;1543.0;6;0;0.0;8678.0;1031;0;0.0;4819.0;170;0;0.0;84;Auvergne-Rhône-Alpes;100;15040.0
Régie électrique municipale de Prats-de-Mollo-la-Preste;2018;Electricité;63.0;8;0;0.0;0.0;0;0;0.0;1850.0;122;0;0.0;2284.0;1065;0;0.0;0.0;0;0;0.0;76;Occitanie;100;4197.0
Régie électriques de Tignes;2018;Electricité;0.0;0;1;0.0;455.0;4;0;0.0;64143.0;1613;0;0.0;15922.0;4913;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;80520.0
Régie municipale d'électricité de La Bresse;2018;Electricité;0.0;0;0;0.0;18841.0;76;0;0.0;4624.0;482;0;0.0;17906.0;4154;0;0.0;0.0;0;0;0.0;44;Grand Est;100;41371.0
Régie municipale d'électricité de Loos;2018;Electricité;0.0;0;0;0.0;2620.503;18;0;0.95;10978.148;68;0;0.95;47955.75;12457;0;0.95;1105.497;5;0;0.95;32;Hauts-de-France;100;62659.898
Régie municipale d'électricité de Mercus;2018;Electricité;0.0;0;0;0.0;171.0;5;0;0.0;683.0;68;0;0.0;2306.0;507;0;0.0;0.0;0;0;0.0;76;Occitanie;100;3160.0
Régie municipale d'électricité de Pontamafrey-Montpascal;2018;Electricité;0.0;0;0;0.0;76.0;3;0;0.0;48.0;14;0;0.0;1202.0;167;0;0.0;96.0;16;0;0.0;84;Auvergne-Rhône-Alpes;100;1422.0
Régie municipale d'électricité de Quie;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;86.0;8;0;0.0;1021.0;175;0;0.0;0.0;0;0;0.0;76;Occitanie;100;1107.0
Régie municipale d'électricité de Tarascon sur Ariège;2018;Electricité;0.0;0;0;0.0;1168.0;25;0;0.0;6880.0;345;0;0.0;7283.0;1634;0;0.0;0.0;0;0;0.0;76;Occitanie;100;15331.0
Régie municipale d'électricité et de télédistribution de Marange-Silvange;2018;Electricité;0.0;0;0;0.0;196.575;3;0;0.95;109.908;1;0;0.95;14206.08;3014;0;0.95;3925.009;26;0;0.95;44;Grand Est;100;18437.572
Régie municipale de Cazouls-les-Béziers;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;2180.0;220;0;0.0;16499.0;2811;0;0.0;0.0;0;0;0.0;76;Occitanie;100;18679.0
Régie municipale électrique de Saint Leonard de Noblat;2018;Electricité;0.0;0;0;0.0;1247.0;13;0;0.0;1656.0;4;0;0.0;7200.0;1520;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;10103.0
Régie SDED Erôme;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2844.0;448;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;2844.0
RTE;2018;Electricité;0.0;0;0;0.0;2565468.54;51;0;0.0;564845.529;91;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;3130314.069
SICAE de Carnin;2018;Electricité;58.0;1;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2917.0;470;0;0.0;0.0;0;0;0.0;32;Hauts-de-France;100;2975.0
SICAE de la vallée du Sausseron;2018;Electricité;420.0;6;0;0.0;887.0;3;0;0.0;4816.0;25;0;0.0;51004.0;7679;0;0.0;0.0;0;0;0.0;11;Île-de-France;100;57127.0
SICAE Est;2018;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;23460.0;5759;0;0.0;7657.0;49;0;0.0;44;Grand Est;100;31117.0
SICAE Oise;2018;Electricité;10271.0;106;0;0.0;201274.0;166;0;0.0;139129.0;464;0;0.0;443947.0;65481;0;0.0;2897.0;36;0;0.0;32;Hauts-de-France;100;797518.0
SOREA;2018;Electricité;0.0;0;0;0.0;31372.0;67;0;0.0;48675.0;2361;0;0.0;42264.0;10556;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;122311.0
SRD;2018;Electricité;76.0;11;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;2406.0;335;0;0.0;105.0;28;0;0.0;52;Pays de la Loire;100;2587.0
Syndicat d'électricité synergie Maurienne;2018;Electricité;0.0;0;0;0.0;24303.0;37;0;0.0;10327.0;368;0;0.0;15153.0;2799;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;49783.0
Antargaz-Finagaz;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1670.0;48;0;0.0;0.0;0;0;0.0;44;Grand Est;200;1670.0
Antargaz-Finagaz;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3636.0;2;0;0.0;0.0;0;0;0.0;53;Bretagne;200;3636.0
Energies Services Lavaur;2018;Gaz;55.0;2;0;0.0;996.0;10;0;0.0;16825.0;90;0;0.0;10792.0;1010;0;0.0;5592.0;38;0;0.0;76;Occitanie;200;34260.0
Gedia;2018;Gaz;0.0;0;0;0.0;44309.45;40;0;0.95;81584.196;54;0;0.95;206129.088;13340;0;0.95;31398.99;33;0;0.95;24;Centre-Val de Loire;200;363421.724
GRDF;2018;Gaz;295931.96934;225;0;0.0;3572425.32078;3952;0;0.0;2885053.95592;18382;0;0.0;5250357.425;422255;0;0.0;1726.65179;99;0;0.0;24;Centre-Val de Loire;200;12005495.322829999
GRDF;2018;Gaz;868212.49223;214;0;0.0;3916576.23591;2637;0;0.0;4851003.43657;20276;0;0.0;4985752.37;484994;0;0.0;9829.07532;112;0;0.0;53;Bretagne;200;14631373.610030001
GRDF;2018;Gaz;305599.73947;302;0;0.0;3094148.60249;3803;0;0.0;4245141.15696;22829;0;0.0;6011639.006;703051;0;0.0;2980.50099;125;0;0.0;93;Provence-Alpes-Côte d'Azur;200;13659509.00591
GreenAlp;2018;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;3404.0;67;0;0.0;18948.0;1547;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;22352.0
GRT Gaz;2018;Gaz;0.0;0;0;0.0;12318458.66237;102;0;0.0;1142948.512782;14;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11;Île-de-France;200;13461407.175152
GRT Gaz;2018;Gaz;3326.009082;1;0;0.0;36539346.65927;128;0;0.0;185911.52804;10;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;200;36728584.196392
GRT Gaz;2018;Gaz;39279.73774;1;0;0.0;1451796.07217;24;0;0.0;58990.20611;2;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;200;1550066.01602
GRT Gaz;2018;Gaz;0.0;0;0;0.0;911437.44091;8;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;200;911437.44091
GRT Gaz;2018;Gaz;0.0;0;0;0.0;23751776.47078;48;0;0.0;88731.306416;3;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;200;23840507.777196
Regaz Bordeaux;2018;Gaz;22397.0;189;0;0.0;608072.0;1071;0;0.0;1228001.0;6467;0;0.0;2182716.0;215891;0;0.0;0.0;0;1;0.0;75;Nouvelle-Aquitaine;200;4041186.0
Régie Municipale Bazas-Energies;2018;Gaz;72.0;1;0;0.0;27500.0;19;0;0.0;4177.0;48;0;0.0;23808.0;1713;0;0.0;2207.0;7;0;0.0;75;Nouvelle-Aquitaine;200;57764.0
Sorégies;2018;Gaz;715.0;2;0;0.0;45830.0;54;0;0.0;78022.0;441;0;0.0;100212.0;7365;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;224779.0
Teréga;2018;Gaz;0.0;0;0;0.0;2418987.890569;46;0;0.0;245087.136066;17;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;2664075.026635
Coopérative d'électricité de Saint Martin de Londres;2019;Electricité;4776.0;484;0;1.0;15740.0;125;0;1.0;98755.0;2805;0;1.0;251687.0;37187;0;1.0;1804.0;31;0;1.0;76;Occitanie;100;372762.0
Coopérative d'électricité de Villiers sur Marne;2019;Electricité;0.0;0;0;0.0;2040.0;11;0;1.0;13765.0;62;0;1.0;55124.0;14414;0;1.0;2718.0;29;0;1.0;11;Île-de-France;100;73647.0
EdF-SEI;2019;Electricité;3608.661;79;0;0.0;109820.917;1701;0;0.0;549338.615;13326;0;0.0;678205.639;187897;0;0.0;125969.319;12317;0;0.0;01;Guadeloupe;100;1466943.1509999998
Enedis;2019;Electricité;500551.320787;22244;0;0.564;4539110.44394933;16001;0;0.708;5611185.0851965;165699;0;0.109;8727598.991;1740417;0;0.595;647782.7296;47625;0;0.626;28;Normandie;100;20026228.570532832
Enedis;2019;Electricité;392154.6897324;19535;0;0.0822;6110295.13186842;21537;0;0.744;6588521.2372827;226559;0;0.675;9285849.285;2001161;0;0.628;572746.6736;47553;0;0.618;44;Grand Est;100;22949567.01748352
Enedis;2019;Electricité;1284813.0537259;30963;0;0.719;4367830.0950767;20050;0;0.763;5675096.96755275;174931;0;0.0986;8693041.034;1875687;0;0.692;371624.89904;45316;0;0.666;53;Bretagne;100;20392406.04939535
Enedis;2019;Electricité;908966.167195;46656;0;0.645;4930859.18806732;36252;0;0.719;9912456.3076085;314533;0;0.698;15093355.46;3124050;0;0.618;808931.21236;100534;0;0.654;75;Nouvelle-Aquitaine;100;31654568.33523082
Energie et services de Seyssel;2019;Electricité;2059.0;22;0;0.95;56793.0;114;0;0.95;50671.0;297;0;0.95;206449.0;30080;0;0.95;376.0;7;0;0.95;84;Auvergne-Rhône-Alpes;100;316348.0
Energies et services Creutzwald;2019;Electricité;0.0;0;0;0.0;9431.104;9;0;0.95;14337.043;50;0;0.95;31275.256;7314;0;0.95;15561.367;67;0;0.95;44;Grand Est;100;70604.77
Energies et services Pierrevillers;2019;Electricité;327.55;1;0;0.95;62.881;1;0;0.95;208.001;1;0;0.95;3675.748;695;0;0.95;0.0;0;0;0.0;44;Grand Est;100;4274.18
Energies et Services ville d'Amneville;2019;Electricité;0.0;0;0;0.0;1774.244;12;0;0.95;16011.587;30;0;0.95;25147.4;5893;0;0.95;18024.243;40;0;0.95;44;Grand Est;100;60957.474
Energies Services Lannemezan;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;94196.0;73;0;1.0;10927.0;3571;0;1.0;6555.0;661;0;1.0;76;Occitanie;100;111678.0
Gazelec de Péronne;2019;Electricité;0.0;0;0;0.0;21119.0;93;0;1.0;0.0;0;0;0.0;17513.0;4273;0;0.5;8017.0;623;0;0.5;32;Hauts-de-France;100;46649.0
Gedia;2019;Electricité;0.0;0;0;0.0;39328.743;39;0;0.95;41260.146;149;0;0.95;73163.186;16243;0;0.95;12317.375;114;0;0.95;24;Centre-Val de Loire;100;166069.45
GÉRÉDIS;2019;Electricité;58033.856;613;0;0.95;491406.576;539;0;0.95;245416.384;1122;0;0.95;962017.03;151583;0;0.95;30912.863;283;0;0.95;75;Nouvelle-Aquitaine;100;1787786.7089999998
Gignac Energie;2019;Electricité;480.0;30;0;1.0;6000.0;50;0;1.0;2400.0;300;0;1.0;16200.0;2200;0;1.0;300.0;60;0;1.0;76;Occitanie;100;25380.0
GreenAlp;2019;Electricité;504.0;56;0;0.417;215163.0;1407;0;0.00277;479594.0;19102;0;0.0192;323666.0;115979;0;0.13;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;1018927.0
Primeo Réseau de Distribution;2019;Electricité;167.0;44;0;0.5;67172.0;47;0;1.0;31194.0;2012;0;1.0;64419.0;16756;0;0.5;5475.0;309;0;0.5;44;Grand Est;100;168427.0
Régie communale de Montdidier;2019;Electricité;385.0;33;0;0.0;14939.0;319;0;0.0;0.0;0;0;0.0;14529.0;3172;0;0.0;1665.0;6;0;0.0;32;Hauts-de-France;100;31518.0
Régie d'électricité du syndicat du sud de La Réole;2019;Electricité;0.0;0;0;0.0;9653.0;27;0;0.0;0.0;0;0;0.0;39581.0;5620;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;100;49234.0
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;2019;Electricité;138.0;2;0;0.95;40928.0;83;0;0.95;51843.0;422;0;0.95;113012.0;23725;0;0.95;2536.0;36;0;0.95;84;Auvergne-Rhône-Alpes;100;208457.0
Régie électrique de Gervans;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;259.0;2;0;0.0;1574.0;270;0;0.0;254.0;31;0;0.0;84;Auvergne-Rhône-Alpes;100;2087.0
Régie électrique de Sainte-Foy-Tarentaise;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;1378.0;8;0;1.0;8825.0;1023;0;1.0;4858.0;170;0;1.0;84;Auvergne-Rhône-Alpes;100;15061.0
Régie électrique de Villaroger;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;421.0;5;0;1.0;2645.0;377;0;1.0;303.0;39;0;1.0;84;Auvergne-Rhône-Alpes;100;3369.0
Régie électrique municipale de Fontpedrouse;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;805.0;290;0;0.5;397.0;1;0;0.5;76;Occitanie;100;1202.0
Régie électrique municipale de Prats-de-Mollo-la-Preste;2019;Electricité;100.0;8;0;0.5;0.0;0;0;0.0;1988.0;122;0;0.5;2250.0;1054;0;0.5;0.0;0;0;0.0;76;Occitanie;100;4338.0
Régie municipale d'électricité d'Arignac;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;65.0;2;0;1.0;2008.0;434;0;1.0;423.0;52;0;1.0;76;Occitanie;100;2496.0
Régie municipale d'électricité de Dalou;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1959.0;392;0;1.0;195.0;27;0;0.0;76;Occitanie;100;2154.0
Régie municipale d'électricité de l'Hospitalet Près L'Andorre;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;166.0;2;0;1.0;224.0;75;0;1.0;423.0;50;0;1.0;76;Occitanie;100;813.0
Régie municipale d'électricité de Laruns;2019;Electricité;0.0;0;0;0.0;2025.0;205;0;0.0;99.0;34;0;0.0;3143.0;1169;0;0.0;676.0;58;0;0.0;75;Nouvelle-Aquitaine;100;5943.0
Régie municipale d'électricité de Martres Tolosane;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6287.0;1270;0;100.0;4152.0;229;0;100.0;76;Occitanie;100;10439.0
Régie municipale d'électricité de Mercus;2019;Electricité;0.0;0;0;0.0;69.0;1;0;1.0;0.0;0;1;0.0;2489.0;533;0;1.0;640.0;78;0;1.0;76;Occitanie;100;3198.0
Régie municipale d'électricité de Quie;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1013.0;170;0;1.0;95.0;8;0;1.0;76;Occitanie;100;1108.0
Régie municipale d'électricité de Salins les Bains;2019;Electricité;0.0;0;0;0.0;7231.0;30;0;0.0;0.0;0;0;0.0;7092.0;1821;0;0.0;4069.0;476;0;0.0;27;Bourgogne-Franche-Comté;100;18392.0
Régie municipale d'électricité de Tarascon sur Ariège;2019;Electricité;0.0;0;0;0.0;1336.0;5;0;1.0;4130.0;23;0;1.0;8160.0;1744;0;1.0;2380.0;387;0;1.0;76;Occitanie;100;16006.0
Régie municipale d'électricité de Varilhes;2019;Electricité;0.0;0;0;0.0;1348.0;8;0;0.769;907.0;6;0;1.0;13272.0;1829;0;1.0;4886.0;409;0;0.02;76;Occitanie;100;20413.0
Régie municipale d'électricité et de télédistribution de Marange-Silvange;2019;Electricité;0.0;0;0;0.0;70.199;2;0;0.95;84.453;1;0;0.95;14344.129;3059;0;0.95;3956.298;26;0;0.95;44;Grand Est;100;18455.079
Régie municipale d'électricité et de télédistribution de Talange;2019;Electricité;0.0;0;0;0.0;482.995;4;0;0.95;4641.321;22;0;0.95;15802.428;4243;0;0.95;3025.745;30;0;0.95;44;Grand Est;100;23952.488999999998
Régie municipale de Cazouls-les-Béziers;2019;Electricité;0.0;0;0;0.0;2154.0;215;0;1.0;0.0;0;0;0.0;18508.0;2908;0;1.0;0.0;0;0;0.0;76;Occitanie;100;20662.0
Régie municipale électrique Les Houches;2019;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;810.055;4;0;0.95;27386.072;4671;0;0.95;11987.963;86;0;0.95;84;Auvergne-Rhône-Alpes;100;40184.09
Régie municipale gaz électricité de Sallanches;2019;Electricité;0.0;0;0;0.0;22897.211;41;0;0.95;22373.19;110;0;0.95;55484.084;11354;0;0.95;4951.741;62;0;0.95;84;Auvergne-Rhône-Alpes;100;105706.226
Régie SDED Erôme;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2700.0;462;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;2700.0
Régie Services Energie;2019;Electricité;1491.904;19;0;0.95;8842.329;30;0;0.95;11517.982;56;0;0.95;76903.942;10898;0;0.95;1949.692;17;0;0.95;84;Auvergne-Rhône-Alpes;100;100705.84899999999
RTE;2019;Electricité;0.0;0;0;0.0;485205.564;20;0;1.0;569781.389;51;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;100;1054986.953
RTE;2019;Electricité;0.0;0;0;0.0;1918797.66;21;0;1.0;922277.07;69;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;100;2841074.73
RTE;2019;Electricité;0.0;0;0;0.0;4477320.544;50;0;1.0;243221.889;18;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;28;Normandie;100;4720542.433
RTE;2019;Electricité;0.0;0;0;0.0;7256742.722;82;0;1.0;586231.036;30;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;100;7842973.758
RTE;2019;Electricité;0.0;0;0;0.0;598875.613;14;0;1.0;156956.126;7;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;100;755831.7390000001
RTE;2019;Electricité;0.0;0;0;0.0;10620240.168;127;0;1.0;1475532.672;103;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;12095772.84
RTE;2019;Electricité;0.0;0;0;0.0;6162710.331;36;0;1.0;523131.268;47;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;100;6685841.599
SEM Beauvois Distrelec;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;2357.0;6;0;1.0;4520.0;1041;0;0.76;0.0;0;0;0.0;32;Hauts-de-France;100;6877.0
SICAE de la Somme et du Cambraisis;2019;Electricité;44550.0;320;0;1.0;82962.0;37;0;1.0;27106.0;192;0;1.0;166437.0;30038;0;0.724;0.0;0;0;0.0;32;Hauts-de-France;100;321055.0
SICAE ELY;2019;Electricité;322.0;2;0;1.0;7290.0;13;0;1.0;12552.0;29;0;1.0;78600.0;11426;0;1.0;13208.0;72;0;1.0;11;Île-de-France;100;111972.0
SICAE Est;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;85834.0;16816;0;0.0;55304.0;127;0;1.0;27;Bourgogne-Franche-Comté;100;141138.0
SICAE Oise;2019;Electricité;8838.0;109;0;1.0;175295.0;173;0;1.0;145126.0;503;0;0.998;418870.0;66222;0;0.627;145.0;2;0;1.0;32;Hauts-de-France;100;748274.0
SOREA;2019;Electricité;0.0;0;0;0.0;31877.0;69;0;0.0;48396.0;2352;0;0.0;43328.0;10670;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;123601.0
SRD;2019;Electricité;0.0;0;1;0.0;0.0;0;0;0.0;0.0;0;0;0.0;83.0;13;0;0.0;0.0;0;1;0.0;24;Centre-Val de Loire;100;83.0
SRD;2019;Electricité;114.0;9;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;2572.0;338;0;0.0;102.0;27;0;0.0;52;Pays de la Loire;100;2788.0
SRD;2019;Electricité;76298.0;2174;0;0.0;125513.0;339;0;0.0;108405.0;2189;0;0.0;755423.0;123320;0;0.0;194855.0;12469;0;0.0;75;Nouvelle-Aquitaine;100;1260494.0
Strasbourg Électricité Réseaux;2019;Electricité;26751.0;200;0;1.0;2191694.0;1783;0;0.999;1607983.0;6553;0;1.0;2269358.0;504441;0;0.95;472734.0;48539;0;0.95;44;Grand Est;100;6568520.0
Syndicat des Energies Electriques de Tarentaise;2019;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;11201.0;374;0;1.0;16404.0;2985;0;1.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;27605.0
URM (Metz);2019;Electricité;4241.682;8;0;0.95;392038.899;392;0;0.95;409139.742;1782;0;0.95;743489.731;174637;0;0.95;74104.74;409;0;0.95;44;Grand Est;100;1623014.794
Usines municipales d'Erstein;2019;Electricité;551.986;9;0;0.95;12470.124;29;0;0.95;4796.543;33;0;0.95;59658.235;10954;0;0.95;900.219;8;0;0.95;44;Grand Est;100;78377.107
Vialis;2019;Electricité;11984.696;206;0;0.95;152154.956;82;0;0.95;110761.132;310;0;0.95;232564.916;55615;0;0.95;117641.117;480;0;0.95;44;Grand Est;100;625106.8169999999
Caléo;2019;Gaz;549.0;26;0;0.0;101143.0;104;0;0.0;61147.0;703;0;0.0;117319.0;9944;0;0.0;1561.0;15;0;0.0;44;Grand Est;200;281719.0
Energies Services Lavaur;2019;Gaz;52.0;1;0;0.8;552.0;11;0;0.8;15639.0;93;0;0.8;12116.0;1120;0;0.9;6862.0;41;0;0.9;76;Occitanie;200;35221.0
Energis;2019;Gaz;61.0;1;0;1.0;208565.0;120;0;1.0;40602.0;520;0;1.0;75635.0;5469;0;1.0;4039.0;10;0;1.0;44;Grand Est;200;328902.0
Gazelec de Péronne;2019;Gaz;0.0;0;0;0.0;2311.0;6;0;0.5;33886.0;109;0;0.5;20101.0;1931;0;0.5;6551.0;263;0;1.0;32;Hauts-de-France;200;62849.0
GRDF;2019;Gaz;44214.85962;245;0;0.0;6472270.94121;12130;0;0.0;17184095.05831;81689;0;0.0;33738044.56;2463600;0;0.0;62850.86277;1054;0;0.0;11;Île-de-France;200;57501476.281909995
GRDF;2019;Gaz;306253.88427;222;0;0.0;3472136.35617;3927;0;0.0;2835882.90901;18288;0;0.0;5190041.876;425273;0;0.0;16814.01382;202;0;0.0;24;Centre-Val de Loire;200;11821129.03927
GRDF;2019;Gaz;901570.17874;211;0;0.0;3880717.2504;2619;0;0.0;4887570.14832;20178;0;0.0;4919097.979;493764;0;0.0;36198.26002;161;0;0.0;53;Bretagne;200;14625153.81648
GRDF;2019;Gaz;204312.8375;672;0;0.0;3824493.27554;5932;0;0.0;4183901.98029;32043;0;0.0;8185727.817;740382;0;0.0;11844.71464;321;0;0.0;75;Nouvelle-Aquitaine;200;16410280.62497
GRDF;2019;Gaz;80946.29481;235;0;0.0;2761967.59901;3980;0;0.0;4320151.65273;29830;0;0.0;8297164.868;853704;0;0.0;13145.1361;396;0;0.0;76;Occitanie;200;15473375.550649999
GreenAlp;2019;Gaz;0.0;0;1;0.0;146079.0;350;0;0.0;240170.0;2928;0;0.0;236057.0;40803;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;622306.0
GRT Gaz;2019;Gaz;1115.0;1;0;0.0;38857118.0;126;0;0.0;211563.0;10;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;200;39069796.0
GRT Gaz;2019;Gaz;0.0;0;0;0.0;29549891.0;48;0;0.0;87458.0;3;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;200;29637349.0
Regaz Bordeaux;2019;Gaz;21002.0;190;0;0.969;622159.0;1047;0;0.969;1172271.0;6363;0;0.97;2109343.0;220020;0;0.96;123.0;1;0;0.96;75;Nouvelle-Aquitaine;200;3924898.0
