Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Région;Libellé Région;id_filiere;Consommation totale (MWh)
Régie municipale gaz électricité de Bonneville;2019;Gaz;5163.0;1;0;1.0;15646.0;26;0;1.0;22565.0;133;0;1.0;37514.0;1695;0;1.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;80888.0
Réseau GDS;2019;Gaz;8995.0;6;0;1.0;1741023.0;276;0;0.99;1170057.0;1269;0;0.991;1110087.0;97994;0;1.18e-05;743385.0;11831;0;0.0136;44;Grand Est;200;4773547.0
SICAE de la Somme et du Cambraisis;2019;Gaz;0.0;0;0;0.0;288821.0;1;0;1.0;0.0;0;0;0.0;4038.0;278;0;0.725;0.0;0;0;0.0;32;Hauts-de-France;200;292859.0
Sorégies;2019;Gaz;893.0;2;0;1.0;37640.0;59;0;1.0;97425.0;495;0;1.0;121446.0;7760;0;1.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;257404.0
Synelva;2019;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;2914.452;2;0;0.5;4779.191;279;0;0.5;0.0;0;0;0.0;24;Centre-Val de Loire;200;7693.643
Coopérative d'électricité de Villiers sur Marne;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;41049.338;11278;0;0.0396;21436.819;979;0;0.173;11;Île-de-France;100;62486.15700000001
EdF-SEI;2020;Electricité;10173.37;111;0;0.0;113106.96;642;0;0.0;501817.945;11070;0;0.0;609812.105;177038;0;0.0;133995.896;12696;0;0.0;02;Martinique;100;1368906.2759999998
EdF-SEI;2020;Electricité;606.552;18;0;0.0;31921.774;499;0;0.0;406645.482;5525;0;0.0;320805.986;63573;0;0.0;63140.437;4485;0;0.0;03;Guyane;100;823120.231
EdF-SEI;2020;Electricité;19642.971;876;0;0.0;277980.505;3887;0;0.0;1088887.818;32980;0;0.0;1272646.971;359658;0;0.0;64547.659;8198;0;0.0;04;La Réunion;100;2723705.9239999996
EdF-SEI;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;33.895;1;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;28;Normandie;100;33.895
Enedis;2020;Electricité;619902.6958506;18908;0;0.698;2820461.5992876;14481;0;0.737;4198572.70189084;151554;0;0.0935;6527525.424;1262188;0;0.673;21496.599812;2643;0;0.0139;24;Centre-Val de Loire;100;14187959.020841038
Enedis;2020;Electricité;518343.083104;18450;0;0.0535;4579320.25366589;14476;0;0.308;5606822.51979568;204550;0;0.686;8831054.159;1751143;0;0.0;107356.63737;9025;0;0.614;28;Normandie;100;19642896.652935572
Enedis;2020;Electricité;1303021.9674722;30032;0;0.694;4311437.3761596;19321;0;0.244;5582600.41506989;210113;0;0.732;8843181.453;1892332;0;0.706;41738.917021;7080;0;0.576;53;Bretagne;100;20081980.12872269
Enedis;2020;Electricité;626849.90146;38325;0;0.668;3683768.5023092;37363;0;0.725;10276234.8258167;418481;0;0.714;15850594.7;3423715;0;0.669;124894.839339;20570;0;0.591;76;Occitanie;100;30562342.7689249
Enedis;2020;Electricité;275062.4899579;11000;0;0.685;2414674.0319018;30775;0;0.683;10816775.1709775;432674;0;0.707;14712618.98;3037384;0;0.698;50797.992341;7498;0;0.0118;93;Provence-Alpes-Côte d'Azur;100;28269928.6651782
Enedis;2020;Electricité;0.0;0;1;0.0;550.580596146;56;0;0.0891;251.36014071;19;0;0.221;85.8816259;135;0;0.24;419.8944729;97;0;0.0693;XX;Non affecté à une région;100;1307.716835656
Energie Pays Toy;2020;Electricité;0.0;0;1;0.0;152.0;14;0;1.0;2573.0;387;0;1.0;8559.0;2824;0;1.0;43.0;10;0;1.0;76;Occitanie;100;11327.0
Energies Services Lavaur;2020;Electricité;1143.0;63;0;0.563;8447.0;114;0;0.577;22612.0;703;0;0.53;32826.0;6241;0;0.5;4288.0;399;0;0.509;76;Occitanie;100;69316.0
Energies Services Occitans;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;25894.399;6001;0;0.0;21881.238;819;0;0.0;76;Occitanie;100;47775.637
Energis;2020;Electricité;0.0;0;1;0.0;69270.0;106;0;1.0;37350.0;1446;0;1.0;30759.0;8491;0;1.0;8353.0;510;0;1.0;44;Grand Est;100;145732.0
Gascogne Energies Services;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;12649.177;3161;0;0.0244;20344.769;881;0;0.142;75;Nouvelle-Aquitaine;100;32993.945999999996
GÉRÉDIS;2020;Electricité;108942.097;4406;0;0.95;519052.734;882;0;0.95;343366.707;12379;0;0.95;797293.875;133721;0;0.95;55583.338;2965;0;0.95;75;Nouvelle-Aquitaine;100;1824238.751
Primeo Réseau de Distribution;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;65333.0;17126;0;0.5;96720.0;2416;0;0.991;44;Grand Est;100;162053.0
Régie communale d'électricité de Gattieres;2020;Electricité;587.0;8;0;1.0;74.0;6;0;1.0;4548.0;77;0;1.0;16131.0;2256;0;1.0;301.0;5;0;1.0;93;Provence-Alpes-Côte d'Azur;100;21641.0
Régie communale d'électricité de Montois-la-Montagne;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6897.936;1341;0;0.95;148.58;1;0;0.95;44;Grand Est;100;7046.516
Régie d'électricité Counozouls;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;234.0;150;0;0.5;0.0;0;0;0.0;76;Occitanie;100;234.0
Régie d'électricité de Bitche;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;10139.0;2322;0;1.0;15786.0;312;0;1.0;44;Grand Est;100;25925.0
Régie d’électricité de Montvalezan-La-Rosière;2020;Electricité;158.0;10;0;1.0;566.0;4;0;1.0;11800.0;213;0;1.0;7455.0;2038;0;1.0;6282.0;75;0;1.0;84;Auvergne-Rhône-Alpes;100;26261.0
Régie d'électricité de Saint-Quirc;2020;Electricité;0.0;0;1;0.0;0.0;0;1;0.0;29.0;12;0;1.0;2632.0;559;0;1.0;77.0;8;0;1.0;76;Occitanie;100;2738.0
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;91543.0;23178;0;0.95;66627.0;547;0;0.95;84;Auvergne-Rhône-Alpes;100;158170.0
Régie électrique communale d'Aussois;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;4777.0;1425;0;1.0;7063.0;125;0;1.0;84;Auvergne-Rhône-Alpes;100;11840.0
Régie électrique de Bessans;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6553.0;926;0;0.5;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;6553.0
Régie électrique de Gervans;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;245.0;2;0;0.0;1690.0;270;0;0.0;302.0;26;0;0.0;84;Auvergne-Rhône-Alpes;100;2237.0
Régie électrique de Villaroger;2020;Electricité;0.0;0;0;0.0;108.0;3;0;1.0;206.0;2;0;1.0;2518.0;379;0;1.0;269.0;42;0;1.0;84;Auvergne-Rhône-Alpes;100;3101.0
Régie électrique municipale de Fontpedrouse;2020;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;443.0;29;0;1.0;580.0;222;0;1.0;0.0;0;0;0.0;76;Occitanie;100;1023.0
Régie intercommunale d'électricité de Niederbronn-Reichshoffen;2020;Electricité;106.35;1;0;0.95;20500.133;22;0;0.95;11532.797;46;0;0.95;31186.744;5831;0;0.95;1992.557;14;0;0.95;44;Grand Est;100;65318.581
Régie municipale d'électricité d'Arignac;2020;Electricité;0.0;0;1;0.0;123.0;4;0;1.0;1111.0;43;0;1820.0;2182.0;452;0;1.0;0.0;0;0;0.0;76;Occitanie;100;3416.0
Régie municipale d'électricité de l'Hospitalet Près L'Andorre;2020;Electricité;0.0;0;0;0.0;0.0;0;1;0.0;664.0;49;0;1.0;146.0;86;0;1.0;0.0;0;0;0.0;76;Occitanie;100;810.0
Régie municipale d'électricité de Merens les Vals;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;322.0;37;0;1.0;710.0;214;0;1.0;0.0;0;0;0.0;76;Occitanie;100;1032.0
Régie municipale d'électricité de Miramont les Comminges;2020;Electricité;0.0;0;0;0.0;2458.0;472;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;76;Occitanie;100;2458.0
Régie municipale d'électricité de Salins les Bains;2020;Electricité;202.0;14;0;1.0;6664.0;54;0;1.0;2929.0;183;0;1.0;7603.0;1858;0;1.0;212.0;101;0;1.0;27;Bourgogne-Franche-Comté;100;17610.0
Régie municipale d'électricité de Tarascon sur Ariège;2020;Electricité;0.0;0;1;0.0;930.0;25;0;1.0;6368.0;299;0;1.0;7590.0;1944;0;1.0;0.0;0;0;0.0;76;Occitanie;100;14888.0
Régie municipale d'électricité de Vicdessos;2020;Electricité;0.0;0;1;0.0;0.0;0;1;0.0;1019.0;72;0;1.0;1648.0;474;0;1.0;0.0;0;0;0.0;76;Occitanie;100;2667.0
Régies municipales électriques de Capvern;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;4757.0;1100;0;0.5;899.0;6;0;0.5;76;Occitanie;100;5656.0
RTE;2020;Electricité;0.0;0;0;0.0;1641558.221;21;0;1.0;723127.291;68;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;100;2364685.512
RTE;2020;Electricité;0.0;0;0;0.0;552605.704;14;0;1.0;123910.813;7;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;100;676516.517
RTE;2020;Electricité;0.0;0;0;0.0;5716450.999;34;0;1.0;450195.006;47;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;100;6166646.005
SICAE de la vallée du Sausseron;2020;Electricité;864.0;43;0;1.0;1355.0;41;0;0.723;8112.0;398;0;1.0;43615.0;7277;0;1.0;101.0;36;0;1.0;11;Île-de-France;100;54047.0
SICAE Oise;2020;Electricité;18149.0;700;0;0.681;205845.0;206;0;1.0;177503.0;3389;0;0.685;426280.0;71402;0;0.624;47632.0;4373;0;0.642;32;Hauts-de-France;100;875409.0
Strasbourg Électricité Réseaux;2020;Electricité;42443.0;1720;0;0.557;2238977.0;41298;0;0.531;1640236.0;56828;0;0.547;2086864.0;463441;0;0.5;235840.0;3685;0;0.554;44;Grand Est;100;6244360.0
Syndicat des Energies Electriques de Tarentaise;2020;Electricité;52.0;4;0;1.0;3628.0;50;0;1.0;7029.0;282;0;1.0;15661.0;3104;0;1.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;26370.0
Syndicat intercommunal d'électricité de Labergement Sainte Marie;2020;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;22037.0;4831;0;0.5;14205.0;774;0;0.787;27;Bourgogne-Franche-Comté;100;36242.0
URM (Metz);2020;Electricité;4558.535;280;0;0.95;336678.804;727;0;0.95;559453.659;19795;0;0.95;553105.287;147823;0;0.95;102380.133;8866;0;0.95;44;Grand Est;100;1556176.4179999998
Usines municipales d'Erstein;2020;Electricité;612.306;7;0;0.95;22741.544;50;0;0.95;12395.326;77;0;0.95;64910.592;11255;0;0.95;2661.69;28;0;0.95;44;Grand Est;100;103321.458
Antargaz-Finagaz;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2939.0;190;0;1.0;3511.0;2;0;1.0;28;Normandie;200;6450.0
Caléo;2020;Gaz;628.0;22;0;0.0;66880.0;102;0;0.0;57924.0;736;0;0.0;121586.0;10171;0;0.0;0.0;0;0;0.0;44;Grand Est;200;247018.0
Energie et services de Seyssel;2020;Gaz;0.0;0;0;0.0;1195.473;7;0;0.95;3798.681;29;0;0.95;4437.841;267;0;0.95;234.568;4;0;0.95;84;Auvergne-Rhône-Alpes;200;9666.563
Energies Services Lavaur;2020;Gaz;0.0;0;1;0.0;1401.0;14;0;0.586;17470.0;105;0;0.542;9830.0;1014;0;0.5;3833.0;19;0;0.605;76;Occitanie;200;32534.0
Energies Services Occitans;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;105272.873;5908;0;0.0;4897.445;146;0;0.0;76;Occitanie;200;110170.318
Gascogne Energies Services;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;18701.041;1889;0;0.024;43510.952;202;0;0.592;75;Nouvelle-Aquitaine;200;62211.993
Gascogne Energies Services;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;3140.361;280;0;0.0143;5978.121;21;0;0.381;76;Occitanie;200;9118.482
GRT Gaz;2020;Gaz;0.0;0;0;0.0;12752735.0;97;0;0.0;1094584.0;13;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;11;Île-de-France;200;13847319.0
GRT Gaz;2020;Gaz;0.0;0;0;0.0;2850632.0;36;0;0.0;37814.0;6;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;200;2888446.0
GRT Gaz;2020;Gaz;527.0;1;0;0.0;33458030.0;123;0;0.0;193837.0;10;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;200;33652394.0
GRT Gaz;2020;Gaz;1405.0;1;0;0.0;3654624.0;51;0;0.0;8203.0;7;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;3664232.0
GRT Gaz;2020;Gaz;0.0;0;0;0.0;13838933.0;91;0;0.0;1613528.0;10;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;200;15452461.0
GRT Gaz;2020;Gaz;0.0;0;0;0.0;28474907.0;46;0;0.0;86366.0;3;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;200;28561273.0
Régie municipale gaz électricité de Bonneville;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;41697.0;1907;0;1.0;43122.0;160;0;1.0;84;Auvergne-Rhône-Alpes;200;84819.0
Régie municipale gaz électricité de Sallanches;2020;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;36620.0;1258;0;1.0;26448.0;176;0;1.0;84;Auvergne-Rhône-Alpes;200;63068.0
Sorégies;2020;Gaz;542.0;3;0;1.0;48428.0;54;0;1.0;87448.0;535;0;1.0;90254.0;7732;0;1.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;226672.0
EdF-SEI;2021;Electricité;4347.667;124;0;0.0;116304.044;1928;0;0.0;528338.036;14891;0;0.0;703895.563;186490;0;0.0;97577.966;10264;0;0.0;01;Guadeloupe;100;1450463.276
EdF-SEI;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;32.53;1;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;28;Normandie;100;32.53
EdF-SEI;2021;Electricité;16605.354;581;0;0.0;119694.888;2557;0;0.0;693513.158;28927;0;0.0;1109139.458;217260;0;0.0;83039.674;11313;0;0.0;94;Corse;100;2021992.5320000001
Enedis;2021;Electricité;898730.8311917;29117;0;0.11;5218205.0321833;24296;0;0.833;6509996.21277983;227297;0;0.834;10454050.38;2037761;0;0.789;38918.117303;8327;0;0.555;52;Pays de la Loire;100;23119900.57345783
Enedis;2021;Electricité;583183.424211;36015;0;0.781;10153156.180889;58809;0;0.811;15468184.3681678;595376;0;0.806;19880421.17;4210982;0;0.768;128518.67372;25324;0;0.51;84;Auvergne-Rhône-Alpes;100;46213463.816987805
Energie Pays Toy;2021;Electricité;0.0;0;1;0.0;187.05;12;0;0.246;1019.348;206;0;0.464;9784.015;2959;0;0.131;3946.716;350;0;0.168;76;Occitanie;100;14937.128999999999
Energies-services Sainte Marie aux Chênes;2021;Electricité;0.0;0;0;0.0;19045.845;13;0;0.687;1532.569;95;0;0.687;10526.499;2079;0;0.317;5906.348;164;0;0.678;44;Grand Est;100;37011.261
Energies et services d'Hagondange;2021;Electricité;0.0;0;0;0.0;3277.718;16;0;0.883;6530.851;108;0;0.752;15518.673;4676;0;0.499;7790.807;962;0;0.758;44;Grand Est;100;33118.049
Energies et services Schoeneck;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;77.332;9;0;0.491;8062.283;1243;0;0.595;3857.801;84;0;0.565;44;Grand Est;100;11997.416000000001
Energies Services Occitans;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;27836.739;6058;0;0.0;23416.412;800;0;0.0;76;Occitanie;100;51253.151
Energis;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;24;Centre-Val de Loire;100;0.0
Gazelec de Péronne;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;0.0;0;0;0.0;76;Occitanie;100;0.0
GÉRÉDIS;2021;Electricité;102979.238;4358;0;0.674;504196.406;2020;0;0.652;331699.114;11482;0;0.594;869344.802;134287;0;0.565;83783.422;2958;0;0.616;75;Nouvelle-Aquitaine;100;1892002.982
Régie communale d'électricité de Montois-la-Montagne;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;493.744;34;0;0.589;5873.901;1265;0;0.4;424.686;28;0;0.698;44;Grand Est;100;6792.330999999999
Régie communale de Montdidier;2021;Electricité;0.0;0;0;0.0;565.0;4;0;0.0;0.0;0;0;0.0;16150.0;3644;0;0.0;14019.0;288;0;0.0;32;Hauts-de-France;100;30734.0
Régie communale du câble et d'électricité de Montataire;2021;Electricité;0.0;0;0;0.0;319.723;10;0;0.465;1281.459;22;0;0.594;19930.827;5333;0;0.373;20150.611;577;0;0.455;32;Hauts-de-France;100;41682.62
Régie d'électricité de Saint-Quirc;2021;Electricité;74.0;12;0;1.0;0.0;0;1;0.0;28.0;11;0;1.0;3119.0;583;0;1.0;78.0;8;0;1.0;76;Occitanie;100;3299.0
Régie de Saint Paul Cap de Joux;2021;Electricité;0.0;0;0;0.0;117.0;2;0;0.7;278.0;32;0;0.512;1580.0;317;0;0.5;495.0;40;0;0.5;76;Occitanie;100;2470.0
Régie du syndicat intercommunal d'électricité de la vallée de Thônes;2021;Electricité;2192.182;123;0;0.0533;39071.271;222;0;0.359;51236.232;2385;0;0.231;86774.498;19709;0;0.132;29423.766;1774;0;0.197;84;Auvergne-Rhône-Alpes;100;208697.94900000002
Régie électrique de Bessans;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6574.0;934;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;6574.0
Régie électrique de Villaroger;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;2592.539;367;0;0.436;607.673;50;0;0.823;84;Auvergne-Rhône-Alpes;100;3200.2120000000004
Régie municipale d'électricité de La Bresse;2021;Electricité;116.469;8;0;0.502;6631.253;56;0;0.69;14051.078;554;0;0.522;19083.364;3809;0;0.433;2827.466;208;0;0.451;44;Grand Est;100;42709.630000000005
Régie municipale d'électricité de Loos;2021;Electricité;0.0;0;0;0.0;3527.537;105;0;0.795;20420.389;1073;0;0.892;35797.326;10074;0;0.652;2477.857;139;0;0.581;32;Hauts-de-France;100;62223.109
Régie municipale d'électricité de Martres Tolosane;2021;Electricité;0.0;0;0;0.0;178.0;1;0;0.5;0.0;0;0;0.0;6952.0;1328;0;0.5;4871.0;219;0;0.5;76;Occitanie;100;12001.0
Régie municipale d'électricité de Mercus;2021;Electricité;0.0;0;0;0.0;75.0;1;0;1.0;704.0;107;0;1.0;2702.0;577;0;1.0;0.0;0;0;0.0;76;Occitanie;100;3481.0
Régie municipale d'électricité de Quie;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;73.0;9;0;1.0;1027.0;180;0;1.0;0.0;0;0;0.0;76;Occitanie;100;1100.0
Régie municipale électrique de Saint Leonard de Noblat;2021;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;6977.0;1548;0;1.0;1874.0;17;0;1.0;75;Nouvelle-Aquitaine;100;8851.0
Régie municipale gaz électricité de Bonneville;2021;Electricité;0.0;0;1;0.0;57984.86;57;0;0.644;17148.832;137;0;0.679;27998.966;6779;0;0.567;14234.96;1121;0;0.617;84;Auvergne-Rhône-Alpes;100;117367.61799999999
Régies municipales d'électricité de Cazeres;2021;Electricité;308.0;4;0;0.5;1683.0;9;0;0.5;4401.0;20;0;0.5;14294.0;2848;0;0.5;3628.0;346;0;0.5;76;Occitanie;100;24314.0
RTE;2021;Electricité;0.0;0;0;0.0;439617.244;18;0;1.0;479849.139;51;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;24;Centre-Val de Loire;100;919466.383
RTE;2021;Electricité;0.0;0;0;0.0;10098073.574;129;0;1.0;1935946.821;97;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;84;Auvergne-Rhône-Alpes;100;12034020.395
SAEML Hunelec;2021;Electricité;0.0;0;0;0.0;19208.578;14;0;0.753;5851.299;245;0;0.486;11656.732;3904;0;0.411;13925.908;377;0;0.25;44;Grand Est;100;50642.51699999999
SICAE de l'Aisne;2021;Electricité;6546.107;111;0;0.58;15852.605;154;0;0.66;26601.351;863;0;0.306;113883.221;21689;0;0.0275;15036.884;1220;0;0.0643;32;Hauts-de-France;100;177920.16799999998
SICAE de l'Aisne;2021;Electricité;0.0;0;1;0.0;0.0;0;0;0.0;0.0;0;1;0.0;374.69;89;0;0.0112;15.822;11;0;0.0;44;Grand Est;100;390.512
SICAE de la Somme et du Cambraisis;2021;Electricité;40146.0;1002;0;0.953;98128.0;205;0;0.95;33668.0;1995;0;0.934;163854.0;26983;0;0.93;13010.0;943;0;0.936;32;Hauts-de-France;100;348806.0
SICAE de la vallée du Sausseron;2021;Electricité;486.0;33;0;1.0;1701.0;32;0;1.0;8413.0;376;0;1.0;48173.0;7096;0;1.0;2509.0;307;0;1.0;11;Île-de-France;100;61282.0
SICAE Est;2021;Electricité;5785.042;13;1;0.953;28659.314;98;0;0.444;21952.711;73;1;0.897;76419.508;14178;0;0.336;6146.522;28;1;0.924;27;Bourgogne-Franche-Comté;100;138963.097
SICAE Oise;2021;Electricité;11131.86;710;0;0.514;226925.564;392;0;0.751;200574.921;4824;0;0.498;467973.972;72322;0;0.415;29139.221;2960;0;0.395;32;Hauts-de-France;100;935745.5380000001
Synelva;2021;Electricité;6703.447;276;0;0.703;64682.988;467;0;0.533;146295.075;3024;0;0.515;314368.133;46616;0;0.433;66398.351;2778;0;0.373;24;Centre-Val de Loire;100;598447.994
Usines municipales d'Erstein;2021;Electricité;1000.164;58;0;0.44;29331.348;206;0;0.58;21943.666;733;0;0.487;56654.85;10141;0;0.426;30801.708;517;0;0.429;44;Grand Est;100;139731.73599999998
Vialis;2021;Electricité;9882.783;278;0;0.878;162232.869;305;0;0.482;152826.537;5967;0;0.395;198993.279;47037;0;0.433;130559.432;2646;0;0.428;44;Grand Est;100;654494.9
Antargaz-Finagaz;2021;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;5968.124;388;0;1.0;11506.907;6;0;1.0;28;Normandie;200;17475.031
Antargaz-Finagaz;2021;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;26524.339;8;0;1.0;53;Bretagne;200;26524.339
Energie et services de Seyssel;2021;Gaz;0.0;0;0;0.0;1479.906;11;0;0.649;3814.14;20;0;0.547;2323.318;180;0;0.572;308.34;1;1;0.0;84;Auvergne-Rhône-Alpes;200;7925.704000000001
Energis;2021;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;0.0;0;0;0.0;0.0;0;0;0.0;28;Normandie;200;0.0
Energis;2021;Gaz;55.719;1;0;0.0;4380.217;33;0;0.405;19465.536;355;0;0.219;72163.972;5963;0;0.0275;94684.89;132;0;0.587;44;Grand Est;200;190750.33399999997
Gascogne Energies Services;2021;Gaz;3018.394;18;0;0.894;3321.689;16;0;0.601;14520.153;73;0;0.463;21678.453;2107;0;0.0181;67625.977;115;0;0.586;75;Nouvelle-Aquitaine;200;110164.666
Gascogne Energies Services;2021;Gaz;0.0;0;0;0.0;9603.195;2;0;0.5;96.846;6;0;0.333;3557.985;314;0;0.00955;304.97;15;0;0.467;76;Occitanie;200;13562.996
Gazelec de Péronne;2021;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;277.317;1;0;1.0;53;Bretagne;200;277.317
GRDF;2021;Gaz;143258.17149;316;0;0.0;7604286.30785;7043;0;0.0;3692208.60543;27462;0;0.0;5941402.988;505761;0;0.0;7917.1409;227;0;0.0;28;Normandie;200;17389073.21367
GRT Gaz;2021;Gaz;0.0;0;0;0.0;5010571.40154;50;0;0.0;21867.096915;3;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;27;Bourgogne-Franche-Comté;200;5032438.498455
GRT Gaz;2021;Gaz;0.0;0;0;0.0;16859819.718596;44;0;0.0;5858128.92796;7;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;28;Normandie;200;22717948.646556
GRT Gaz;2021;Gaz;1523.583064;1;0;0.0;35823840.726917;119;0;0.0;286046.24664;10;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;44;Grand Est;200;36111410.55662099
GRT Gaz;2021;Gaz;38215.55004;1;0;0.0;1614266.14888;26;0;0.0;22146.281274;2;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;53;Bretagne;200;1674627.9801939998
GRT Gaz;2021;Gaz;0.0;0;0;0.0;24443057.46527;45;0;0.0;102333.171299;3;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;93;Provence-Alpes-Côte d'Azur;200;24545390.636569
Régie Municipale Bazas-Energies;2021;Gaz;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;1;0.0;17223.661;1414;0;0.00893;35955.209;130;0;0.529;75;Nouvelle-Aquitaine;200;53178.87
Régie municipale multiservices de La Réole;2021;Gaz;879.928;4;0;0.401;610.616;4;0;0.75;148.128;3;0;0.667;16729.414;1609;0;0.0185;9509.382;173;0;0.257;75;Nouvelle-Aquitaine;200;27877.468
Sorégies;2021;Gaz;0.0;0;1;0.0;164273.0;37;0;0.0;45997.0;277;0;0.0;18673.0;2363;0;0.0;72.0;1;0;0.0;52;Pays de la Loire;200;229015.0
Teréga;2021;Gaz;0.0;0;0;0.0;2372738.0147774;46;0;0.0;292683.475696;17;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;75;Nouvelle-Aquitaine;200;2665421.4904734
Centrale électrique Vonderscheer de Ville;2011;Electricité;0.0;0;0;0.0;271.0;4;0;1.0;850.0;7;0;1.0;5362.0;1200;0;0.95;0.0;0;0;0.0;44;Grand Est;100;6483.0
